Geneid	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RNA_3	Fmr1_RNA_4	control_RNA_3_x	Fmr1_RPF_2	control_RNA_2	control_RNA_3_y	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1		
Zfp865	81	412	99	104	264	321	245	89	314	245	364	303	137	66		
Ttc21b	87	381	77	97	286	307	282	87	279	282	329	339	116	90		
Dixdc1	105	2804	93	143	1870	2104	1952	104	2126	1952	2535	2144	120	96		
Cst10	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ube2j2	27	88	32	44	68	83	94	34	93	94	76	86	35	33		
Mfsd14b	84	1656	67	117	1223	1246	1297	115	1397	1297	1377	1326	96	94		
Olfr765	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zfp719	65	629	63	77	456	508	405	105	596	405	593	531	98	87		
LOC100861978	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Plac9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Far1	478	2936	393	557	2186	1972	2267	508	2995	2267	2520	2626	588	480		
Vmn2r49	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pwp2	117	543	130	187	469	512	394	134	614	394	516	623	165	105		
Sgpp1	115	1321	109	131	1115	1041	1009	107	1209	1009	1056	1024	145	120		
Defb5	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
Smpdl3b	16	38	20	23	44	53	38	23	47	38	38	45	29	12		
4930444P10Rik	0	4	0	0	16	5	4	0	7	4	6	8	0	0		
Enc1	2839	12145	3127	4057	10204	11473	8899	3017	12499	8899	10731	12652	4361	2760		
Med25	154	1049	166	223	772	853	627	164	684	627	918	698	220	164		
Adh7	0	0	0	0	0	4	0	0	2	0	1	1	0	0		
Ccnd2	233	1723	216	317	1216	1291	1514	273	1289	1514	1541	1268	295	248		
Dipk1b	173	1232	125	167	1032	1067	932	161	1054	932	1043	991	166	133		
Tpm3	254	1880	204	299	1746	2011	1354	223	1952	1354	1683	2003	334	230		
Stxbp5l	759	6841	837	1012	5363	5781	5526	821	6295	5526	6037	6076	1078	734		
Cers6	136	1971	162	212	1667	1791	1750	185	1887	1750	1803	1857	192	173		
1700113H08Rik	0	2	0	0	1	2	0	0	1	0	0	0	0	0		
Reln	966	3848	1414	1817	3682	4064	3475	1035	4287	3475	3376	4618	1806	922		
Pikfyve	260	2731	345	408	2273	2270	2364	319	2610	2364	2260	2553	418	283		
Hdac4	259	2692	211	311	2058	2377	2016	292	2326	2016	2378	2352	340	199		
Agr3	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
Ttll12	98	369	90	107	238	237	224	81	229	224	330	252	126	85		
Pomc	6	31	11	24	36	31	23	3	46	23	33	40	10	6		
Pkd2l2	3	134	0	0	85	104	86	2	106	86	109	110	2	2		
Ethe1	68	136	61	87	129	155	113	65	104	113	163	114	73	77		
Cwc15	323	1126	331	383	910	1035	866	354	977	866	948	948	382	352		
Ctcfl	0	0	0	1	1	0	1	2	3	1	1	1	0	2		
9930104L06Rik	30	277	26	43	207	264	189	29	215	189	257	255	41	33		
Art5	2	3	0	0	1	0	3	0	0	3	1	0	0	0		
Edn3	18	166	21	21	136	122	115	15	147	115	138	135	23	17		
Edn2	0	2	0	0	2	1	0	0	1	0	0	2	0	0		
S1pr1	412	3124	297	472	2438	2737	2460	464	2321	2460	2890	2423	492	431		
Ebp	169	418	150	191	355	469	296	181	351	296	399	365	196	181		
Nexn	67	117	71	122	66	91	85	66	133	85	94	105	97	63		
Herpud1	418	1041	308	444	664	864	721	452	753	721	897	738	418	382		
Nfyc	25	367	26	35	252	313	252	41	230	252	333	256	50	41		
Dcaf8	453	3017	475	682	2418	2690	2427	517	2704	2427	2633	2651	610	452		
Gpld1	195	1640	205	270	1222	1398	1213	225	1333	1213	1380	1411	270	194		
Zcrb1	100	667	69	100	509	532	422	84	639	422	560	562	118	102		
Csmd2	282	1827	345	417	1348	1541	1304	285	1537	1304	1750	1692	407	267		
Tcf25	2449	12464	2307	3022	9194	11780	9101	2525	9639	9101	11079	10037	2999	2386		
Kif2c	4	15	4	3	6	13	4	4	14	4	11	13	5	10		
Pira11	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cst6	16	67	9	9	45	96	48	18	44	48	54	52	11	9		
Ppp2cb	583	1847	593	821	1478	1498	1475	697	1585	1475	1674	1506	819	602		
Dedd	79	456	65	89	332	372	327	65	336	327	422	337	98	69		
Pts	58	502	37	49	469	550	418	54	480	418	428	485	59	42		
Cdkn2b	1	15	5	4	6	7	10	2	14	10	14	7	5	4		
Grik5	281	4219	275	390	3017	3214	3615	303	2755	3615	3769	2851	402	236		
Selenok	26	1501	26	29	1309	1334	1157	26	1407	1157	1307	1247	51	23		
C9	1	0	0	2	0	0	0	0	0	0	0	0	0	0		
C2	8	25	14	14	40	32	30	14	42	30	28	39	24	3		
Gucd1	18	369	12	23	257	327	286	12	328	286	373	278	24	18		
Camsap3	167	585	192	297	465	504	393	202	513	393	501	470	240	145		
Cr2	1	18	4	1	10	27	14	0	20	14	16	13	1	0		
Lipf	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
Vwde	1	2	0	0	1	2	0	0	2	0	0	0	0	0		
Racgap1	38	275	31	40	175	223	188	37	233	188	213	233	51	38		
Mup9	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cipc	252	2604	203	257	1972	2049	1982	246	2080	1982	2298	2012	281	200		
Fam110a	32	69	36	31	44	61	52	40	52	52	70	40	50	28		
2810408A11Rik	2	4	0	1	8	5	4	1	2	4	7	2	2	0		
Tcstv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Mlf2	1389	5961	1241	1675	4978	5775	4434	1510	5011	4434	5374	5290	1742	1396		
Prkce	1312	10019	1312	1762	7486	8003	9224	1406	8538	9224	8923	8362	1790	1226		
Bend3	14	180	14	21	164	147	107	10	161	107	197	163	14	18		
Arfgap1	636	1647	640	894	1551	1692	1453	625	1654	1453	1564	1856	869	591		
Lamp1	1826	7849	1586	2078	6650	7972	6230	2014	6318	6230	7033	6502	2025	1762		
Clstn1	12311	34294	11949	15780	29934	34785	29917	13127	29802	29917	31002	31565	16428	11342		
Myof	26	106	32	53	76	98	64	23	115	64	84	101	44	12		
Slc30a2	0	38	1	0	19	30	26	0	22	26	39	27	0	1		
Fdps	66	904	69	70	737	779	609	62	697	609	816	783	75	52		
Scamp3	12	12	5	21	14	20	8	16	20	8	11	11	9	11		
Cln8	53	715	44	58	515	586	602	68	507	602	665	579	62	59		
Chst4	2	0	1	4	2	0	1	1	2	1	0	2	1	0		
Casp8ap2	41	792	44	65	596	651	574	41	701	574	652	634	60	37		
Adh4	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Vipr2	2	38	1	4	20	27	17	5	22	17	29	30	8	2		
Ezr	588	911	542	681	797	992	791	624	951	791	829	929	782	551		
Vil1	3	23	2	5	5	12	8	3	14	8	18	19	5	0		
Gm51425	2	152	1	5	102	94	99	8	116	99	119	101	3	5		
Phf14	161	1591	175	211	1231	1144	1137	163	1467	1137	1375	1350	239	160		
Hs3st5	8	306	8	15	253	296	242	12	320	242	261	248	17	19		
Gm21319	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
Gpr155	349	2151	290	392	1642	1678	1614	386	1778	1614	1828	1708	387	361		
4930402K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm21637	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cdh10	499	1837	462	557	1388	1764	1346	513	1542	1346	1590	1574	539	510		
Zfpl1	113	217	125	169	143	214	151	128	159	151	204	157	178	129		
Gucy1a1	636	3467	676	825	3010	3291	2843	640	3366	2843	3162	3491	829	614		
Arhgap29	36	765	58	78	623	596	480	49	750	480	601	761	64	45		
Ppp1r16a	28	971	25	31	761	810	680	36	744	680	872	686	33	24		
Prag1	130	576	147	262	392	553	369	151	494	369	518	516	223	141		
Dlgap2	465	2298	443	614	1625	1978	1727	520	1719	1727	2136	1819	714	482		
Tmc6	16	37	11	17	30	26	29	10	42	29	19	36	7	10		
Phf12	87	788	94	145	624	719	515	85	636	515	797	618	135	86		
Fam78b	9	845	8	9	591	693	527	11	603	527	796	615	18	11		
Mgrn1	791	4275	700	944	3231	3755	3287	889	3149	3287	3815	3178	954	774		
Trem1	0	1	0	0	0	1	0	0	0	0	0	0	1	0		
Tecpr2	309	2519	348	460	2090	2198	2106	374	2187	2106	2168	2352	471	322		
Pramel6	1	0	0	0	0	0	0	1	0	0	0	0	0	0		
Tmem106c	39	274	37	49	240	312	218	48	276	218	253	298	47	32		
Map7	284	1787	309	390	1392	1415	1285	289	1742	1285	1530	1770	425	245		
Fcer2a	0	17	0	1	16	15	11	0	16	11	12	19	0	3		
Mbtd1	29	566	34	20	413	427	498	25	477	498	519	422	28	19		
Dach2	7	51	10	11	37	38	50	5	61	50	36	61	9	6		
Rnf111	179	1327	207	311	938	1051	957	209	1196	957	1162	1132	290	184		
Fcrla	0	1	0	0	0	0	1	0	2	1	0	1	1	1		
Wipi1	74	271	59	76	235	229	194	67	273	194	223	243	93	53		
Alg3	60	141	61	79	102	130	82	64	101	82	125	104	101	67		
Nme1	1608	2972	1585	2035	2444	2479	2162	1700	2596	2162	2604	2678	2040	1576		
Nmbr	22	113	35	24	99	106	93	35	117	93	106	98	37	27		
Nkx2-9	1	3	0	1	4	1	0	1	5	0	0	2	5	0		
Nkx2-5	0	0	0	0	0	0	0	0	0	0	0	0	2	0		
Siglech	69	368	53	54	288	250	236	62	253	236	296	221	62	62		
Mcub	4	33	7	7	19	22	24	4	30	24	26	21	5	5		
Adam33	0	9	1	4	9	9	8	1	5	8	10	7	1	1		
Cartpt	108	183	148	197	236	294	111	100	239	111	146	228	196	76		
Cdr2l	34	534	39	62	377	459	298	36	375	298	493	420	56	32		
Mrps23	201	586	146	225	412	474	464	201	476	464	459	426	240	178		
Chchd2	4	3057	6	8	2287	1865	1683	6	3024	1683	2509	3086	8	4		
Treml1	1	3	0	0	1	3	1	0	2	1	0	2	0	1		
Tbc1d9	464	3385	428	601	2864	3287	2498	446	3104	2498	3058	3112	600	395		
Tmem107	18	96	7	15	81	101	65	10	89	65	83	98	15	11		
Nup37	25	92	30	35	68	69	75	29	102	75	72	85	44	38		
Gigyf2	407	1657	509	727	1493	1458	1403	470	1672	1403	1353	1835	713	449		
Mpzl1	86	367	133	136	261	295	304	93	273	304	318	276	142	92		
Myb	2	28	5	1	7	13	13	1	16	13	19	20	5	1		
Cdh19	63	340	52	85	251	234	207	46	327	207	253	269	97	43		
Map3k20	40	384	33	47	340	358	288	32	355	288	331	368	71	37		
Wdr41	172	737	131	187	540	668	534	171	631	534	704	556	192	145		
Lhfpl2	20	551	36	35	519	540	390	27	587	390	516	582	57	26		
Serinc5	239	2722	249	338	2206	2370	2005	289	2372	2005	2424	2426	368	270		
Itpk1	161	1079	138	204	903	1096	881	177	991	881	907	1044	238	168		
Olfr1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pglyrp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zmynd15	0	0	1	0	2	1	3	1	4	3	1	3	0	0		
Nova2	402	1796	363	533	1098	1058	1599	385	1236	1599	1648	1327	522	361		
Sash1	318	2019	385	475	1642	1883	1642	380	1851	1642	1820	1785	513	300		
Gstm4	42	118	14	38	64	84	87	30	83	87	88	72	32	29		
Ghrh	0	4	3	2	2	2	0	2	3	0	3	3	4	0		
Cops7b	73	413	60	87	390	468	343	83	388	343	387	403	76	64		
Skint9	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
Npc1l1	3	37	2	8	24	43	16	10	22	16	33	27	4	4		
H2bc6	18	194	22	41	176	160	156	38	225	156	147	214	37	13		
Fnbp1	351	1024	327	441	645	666	909	420	635	909	958	727	480	359		
Foxk1	169	1410	154	242	1236	1216	1148	156	1285	1148	1267	1329	196	125		
Cd163	20	83	24	31	79	76	44	16	75	44	66	75	43	19		
1110038F14Rik	48	202	53	45	182	161	170	74	232	170	173	237	88	58		
Krtap31-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Marchf11	27	63	30	38	49	57	53	20	54	53	64	59	24	26		
Gin1	49	105	29	43	101	94	83	52	125	83	98	114	43	45		
Lypd1	130	1211	166	212	1611	1680	1339	167	1864	1339	1102	1719	223	127		
Slc33a1	109	1050	129	164	849	779	922	158	968	922	915	1003	158	141		
Tfb2m	4	138	7	10	85	103	129	8	114	129	107	100	6	8		
Trappc2	34	514	13	26	400	386	421	39	459	421	398	474	21	21		
Patj	27	327	51	45	274	269	236	35	300	236	304	272	74	32		
Cnga2	0	0	0	0	3	4	1	0	1	1	4	7	0	0		
Calm3	5874	34483	6267	8071	31516	38443	27223	6267	31091	27223	31262	32470	8643	5487		
Spem1	1	2	0	0	3	1	0	0	0	0	0	1	0	0		
Olfr665	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Szt2	155	719	114	165	420	418	469	117	498	469	651	544	135	122		
Gm21814	4	40	1	2	27	21	21	5	33	21	38	47	3	1		
Krtap12-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0		
Prr15l	0	1	0	0	9	1	0	0	2	0	5	4	0	0		
Cnot7	111	2695	81	112	2185	2088	2181	134	2534	2181	2217	2292	108	130		
Myh14	148	428	165	200	306	337	373	140	371	373	381	337	202	121		
Trabd	25	270	18	32	203	174	198	35	207	198	230	213	31	26		
Myh15	5	49	4	7	50	57	53	2	54	53	48	56	8	3		
Nudt14	46	100	38	46	78	78	70	53	69	70	88	97	51	26		
Srpk2	1038	6717	1043	1252	5658	5499	5803	1168	6177	5803	5809	6105	1354	945		
Zkscan5	25	356	24	32	299	356	319	33	296	319	343	287	30	25		
Dkc1	105	439	102	112	324	334	365	134	380	365	407	381	123	84		
Fbxo38	182	1012	192	271	930	875	751	215	1003	751	913	1002	279	211		
Fam229b	40	199	16	32	134	147	193	41	160	193	159	178	35	23		
Celf6	62	529	90	98	409	483	364	68	494	364	486	498	114	73		
Dcbld1	44	209	28	45	153	161	192	52	153	192	204	182	50	40		
Agtpbp1	718	7051	798	991	6233	6776	5581	779	6961	5581	6366	6879	983	731		
Dnmt3l	0	0	0	1	3	2	2	0	1	2	0	1	0	0		
Eif4g3	1025	4564	1283	1771	3114	3091	3254	1110	4228	3254	4118	4294	1790	1000		
Harbi1	28	137	26	37	108	117	125	24	151	125	139	130	27	35		
Supt20	72	614	64	72	394	428	387	67	458	387	507	499	75	62		
P2ry12	235	1258	195	302	1208	1287	1050	230	1211	1050	1101	1091	290	260		
Sptbn1	4544	28060	6005	8330	19570	18370	16995	4985	27606	16995	24552	27954	8501	4354		
Pm20d1	5	24	7	4	27	23	19	9	20	19	24	24	11	6		
Adgrb3	715	4200	672	918	3625	3966	3485	764	4010	3485	3715	3912	950	618		
Teddm2	4	24	4	2	23	19	22	6	20	22	23	30	9	2		
H3c13	9	37	6	9	37	43	12	7	43	12	27	45	4	16		
H4c12	36	199	30	32	197	151	154	51	286	154	153	249	41	33		
H4c11	10	70	15	14	85	90	38	17	91	38	60	83	17	10		
H4c3	338	673	258	339	632	549	532	341	719	532	618	645	354	302		
H3c11	33	55	10	9	50	35	31	30	64	31	49	55	25	26		
Khdc1b	0	4	0	0	1	1	0	0	2	0	3	1	0	0		
Ptprr	174	595	175	243	520	550	545	212	574	545	486	587	234	171		
Ano1	13	54	18	17	45	51	25	10	62	25	43	75	18	14		
Smc5	157	955	142	168	668	625	677	168	864	677	828	852	186	115		
Smr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gucy1b2	1	8	5	1	7	6	11	3	4	11	7	8	2	0		
Vmn2r68	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Usp31	93	5020	110	145	4308	4472	4008	124	4747	4008	4488	4649	159	109		
Fbxl2	159	985	146	190	727	936	658	198	752	658	802	786	205	167		
H2-Q6	0	2	0	0	0	2	0	0	1	0	1	0	0	0		
7530416G11Rik	1	0	0	0	2	1	0	0	0	0	0	0	0	0		
Dus4l	19	73	12	19	68	75	66	25	62	66	64	55	14	17		
Jsrp1	8	42	10	19	43	36	41	9	38	41	43	38	9	11		
Plpp5	38	389	37	42	329	333	258	41	314	258	353	314	42	39		
Napa	1504	4262	1025	1348	3063	3859	2789	1629	2881	2789	3743	3071	1416	1408		
Ascc2	75	200	56	96	145	129	121	66	184	121	180	183	112	56		
Zfp971	1	404	2	4	264	266	232	5	322	232	314	281	9	8		
Cfc1	0	0	0	0	2	0	0	0	0	0	0	0	0	0		
Cenpc1	122	739	104	171	552	604	554	130	636	554	641	693	149	94		
Elp4	135	695	116	172	588	626	598	145	648	598	609	631	186	124		
Tecpr1	365	2116	433	568	1692	1783	1745	424	1970	1745	1882	2104	553	370		
Cep70	29	277	17	24	208	206	183	29	319	183	256	278	29	16		
Dbr1	83	252	87	87	205	229	174	102	242	174	179	231	127	88		
Apc2	573	3338	756	967	2138	2079	2198	654	2631	2198	2848	2754	947	526		
Ptprn	2313	8503	2336	3040	7088	8405	6870	2392	7103	6870	7666	7452	3011	2172		
Rhbdd2	148	1130	156	206	886	930	885	174	854	885	1055	869	217	152		
Ppil3	66	308	50	66	299	303	259	66	342	259	284	332	71	67		
Sirpa	2060	10900	1826	2456	9206	10650	8886	2062	9022	8886	9782	9224	2623	1867		
Slc32a1	859	1351	844	1134	894	902	1174	912	908	1174	1176	953	1109	853		
Vegfc	14	95	8	13	74	55	42	16	69	42	91	79	17	7		
L3mbtl2	96	777	104	116	672	783	661	81	715	661	700	779	133	96		
Zwint	3278	16568	2712	3605	15508	17480	12497	3459	16950	12497	14690	16728	3907	2926		
Ssx9	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
Cuedc2	736	1209	592	857	1079	1185	1042	781	1095	1042	1100	1034	847	682		
Pla2g4c	0	0	0	0	5	0	4	0	1	4	0	1	0	0		
Dnajc4	28	148	34	42	141	158	120	29	150	120	129	131	38	33		
Acpp	1	9	1	3	12	21	8	0	21	8	13	14	2	2		
Tbc1d24	365	3510	344	464	2448	2472	2544	371	2978	2544	3107	2833	516	327		
Sftpd	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
Slc6a19os	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
Krtap28-13	2	0	0	1	0	0	0	0	0	0	0	0	0	1		
Fsbp	18	8	13	18	12	18	5	17	12	5	11	12	20	11		
Tg	2	3	1	3	4	10	1	2	5	1	4	5	4	0		
Gm14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vmn1r260	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cypt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Speer2	0	1	0	1	1	0	2	0	0	2	0	0	0	0		
Ddx20	88	283	88	96	199	207	226	101	242	226	239	236	120	112		
Mok	23	187	14	28	133	123	108	18	146	108	151	115	34	29		
Scfd2	147	513	117	235	469	477	398	162	511	398	498	497	214	145		
Slc39a8	17	160	12	24	123	72	93	19	162	93	150	141	16	15		
Rdh7	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Scn7a	31	152	26	28	167	176	150	37	194	150	137	169	42	26		
Supt4a	60	480	52	63	426	425	338	76	348	338	416	490	67	54		
Cep250	41	588	76	91	470	427	487	74	598	487	529	564	117	42		
Gabarapl2	3	800	1	0	749	639	602	2	850	602	744	824	2	2		
Ulk3	55	232	41	62	225	194	185	52	194	185	244	233	69	46		
Tert	3	26	4	4	17	9	6	1	21	6	17	27	1	5		
Ptprj	385	4307	397	507	3446	3953	3337	416	3634	3337	3840	3930	525	345		
Cmc4	14	76	10	18	64	66	63	17	78	63	74	78	17	14		
Adam15	161	1213	114	229	850	969	800	193	857	800	1138	963	173	135		
Mafg	90	631	58	96	427	412	455	90	464	455	545	460	81	67		
Smarce1	8	630	7	8	571	642	472	12	679	472	595	650	11	9		
Gm13023	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tsc22d2	154	1873	167	236	1474	1460	1484	151	1771	1484	1617	1558	208	146		
Scgb1b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm4064	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cd320	80	309	60	80	227	269	222	85	281	222	246	223	89	72		
Arl6ip1	1103	6423	1029	1396	5814	6143	5534	1193	6126	5534	5601	5932	1354	1104		
Tnfsf14	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
Pdlim4	46	85	49	97	92	103	94	65	80	94	87	84	94	64		
Acadvl	204	662	264	285	566	609	548	235	607	548	617	718	326	222		
Trpc4	90	567	104	129	472	529	450	89	571	450	527	581	128	99		
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vpreb1	0	2	0	1	0	1	2	0	0	2	0	0	0	0		
Tfip11	210	670	241	339	389	476	596	253	430	596	633	475	407	274		
Calcrl	36	368	28	36	321	266	286	38	370	286	332	330	43	29		
Ubd	0	0	0	0	0	1	0	0	0	0	1	0	0	0		
Arfgap2	146	263	155	189	204	260	199	157	203	199	264	224	204	163		
Fam47e	0	4	0	4	5	2	0	4	5	0	4	4	3	1		
Csn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Csf3r	3	76	7	11	63	63	53	3	49	53	62	45	12	2		
Mest	317	1184	341	445	785	936	885	370	902	885	1112	946	421	311		
Hdx	15	190	9	17	121	117	131	16	128	131	178	105	17	15		
Relb	15	77	21	19	63	85	60	14	64	60	70	76	29	17		
Acsl1	299	1533	288	372	1286	1488	1261	285	1365	1261	1386	1429	388	281		
Trim58	0	0	1	3	3	2	1	0	4	1	3	3	0	5		
Gm550	1	0	0	0	0	0	0	0	0	0	0	2	0	0		
Ecscr	20	66	11	16	37	47	27	23	40	27	52	36	24	21		
Popdc2	0	3	0	0	6	5	3	1	3	3	9	5	0	0		
Slc28a3	1	0	0	0	1	3	0	0	2	0	0	1	1	0		
Pcolce2	4	33	5	11	37	47	23	5	38	23	28	39	7	4		
Slamf9	0	2	3	1	6	11	7	0	8	7	3	7	2	0		
Lyrm1	38	220	32	44	152	174	122	37	167	122	138	170	40	22		
Lhpp	83	264	54	86	223	319	188	80	181	188	257	257	97	81		
Cep112	3	137	8	11	135	169	109	9	93	109	128	115	4	4		
Camta1	913	4624	961	1400	3214	2997	3874	1036	3828	3874	4005	3644	1416	895		
Spib	0	0	0	0	4	4	1	0	5	1	0	1	0	0		
Jmjd1c	282	2881	351	409	2238	2282	2121	312	2725	2121	2772	2626	417	301		
Patl1	65	430	80	85	360	367	363	87	391	363	422	373	83	64		
Pdgfd	8	86	16	28	71	72	50	11	101	50	74	98	24	21		
Tmem129	83	497	75	92	427	486	394	84	428	394	440	415	104	81		
Defa21	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Aamdc	77	356	74	107	344	367	324	88	332	324	341	334	90	80		
Olfr784	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr781	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Olfr611	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr514	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr516	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr512	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Acp4	0	5	0	0	1	4	0	0	3	0	4	2	1	0		
Rgs7	329	2210	305	402	1856	2345	1639	327	1992	1639	1900	1891	389	311		
Myom2	1	3	3	1	3	6	0	0	2	0	2	1	1	3		
Amz2	83	1197	88	104	975	998	916	76	1089	916	1046	1100	123	85		
Hoxb7	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
4930444G20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm12253	1	0	1	0	0	0	0	0	0	0	0	0	0	0		
Cnga3	0	9	5	2	8	2	2	0	2	2	1	3	1	2		
Pira6	1	0	0	0	0	0	0	0	0	0	0	1	0	0		
Psap	14512	26317	14563	19499	24131	29176	21845	16014	23137	21845	23823	25425	20402	14054		
Trim68	15	84	8	14	63	54	42	11	62	42	67	69	10	13		
G6pc2	0	1	0	1	0	0	1	0	0	1	0	0	0	0		
Tgfbr2	66	570	50	68	419	448	331	59	499	331	485	529	77	47		
Tgfbr1	80	1137	85	118	1061	994	985	118	1149	985	1039	1061	108	101		
Exosc6	33	204	45	42	156	177	185	38	217	185	159	210	65	34		
Adk	500	1446	422	482	1122	1188	1093	527	1288	1093	1155	1137	550	474		
Tnn	1	1	1	4	5	10	6	0	5	6	2	7	3	0		
Col14a1	11	38	9	17	30	23	19	12	38	19	39	33	17	9		
Tanc2	904	8631	1030	1333	6434	7344	5920	925	7450	5920	7899	7347	1392	855		
Rundc3a	465	5290	365	520	4229	5120	4228	465	4035	4228	4576	4075	517	370		
Rgs14	218	510	286	355	492	632	474	249	583	474	473	540	358	173		
Cox7c	0	893	0	2	917	778	777	0	1123	777	756	1114	0	0		
Itgam	192	474	196	256	434	422	372	235	449	372	445	457	237	178		
Tgfbi	31	77	28	40	72	76	68	29	71	68	74	94	31	38		
Krt85	0	0	0	0	0	1	0	0	0	0	0	1	0	0		
Kcnj6	222	969	241	261	808	802	801	237	814	801	819	884	322	183		
Mafb	136	326	107	172	225	260	253	161	233	253	248	225	151	113		
Hivep3	116	1154	150	215	739	870	682	113	701	682	1092	856	201	111		
Smim1	9	118	14	24	101	125	76	9	97	76	99	115	18	11		
Lrp11	404	4706	300	430	3839	4392	3874	504	4151	3874	4179	4051	451	371		
Wnt4	35	300	41	50	234	258	232	39	260	232	284	224	51	38		
Map3k12	342	1885	367	469	1613	1703	1453	358	1631	1453	1770	1700	484	315		
Zic2	56	283	85	116	299	269	222	51	379	222	268	350	110	45		
Nr2f2	61	357	69	111	490	438	474	65	518	474	305	552	145	53		
C1qb	197	525	308	355	588	676	408	216	500	408	460	606	366	192		
Reep5	1155	9444	1111	1455	8000	8648	8497	1219	8347	8497	8350	8367	1589	1081		
Nlk	88	3958	85	126	2918	3365	2939	134	3232	2939	3428	3159	139	116		
Klf2	71	139	48	60	45	57	66	58	79	66	136	67	54	65		
Klc2	772	4007	636	877	3142	3505	3101	802	3596	3101	3515	3701	883	717		
Pdxdc1	429	2251	453	578	1939	2183	1812	526	2077	1812	2058	2164	624	423		
Phactr1	2056	14869	2011	2538	10685	12384	11462	2156	11364	11462	13520	12050	2698	1880		
Tmem138	27	166	22	32	113	148	98	32	113	98	155	150	29	23		
Rph3al	3	34	2	0	29	28	22	1	31	22	31	26	5	4		
Gm10486	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Bcl2l15	0	4	0	0	5	0	3	0	5	3	7	5	0	0		
Htatip2	32	93	30	44	99	80	102	41	94	102	87	96	44	31		
Lrrc1	22	186	16	30	139	161	125	24	164	125	183	146	30	21		
Rpl19	9	2102	0	11	2113	2663	1735	10	1914	1735	1968	2035	4	5		
Bach2	11	323	16	13	195	237	207	8	254	207	291	228	14	12		
H2bfm	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gabrr2	0	4	0	1	5	5	6	0	2	6	5	3	1	2		
Gabrr1	2	7	0	3	1	3	1	0	2	1	1	1	0	0		
Gabrg3	174	2000	154	192	1291	1510	1562	203	1484	1562	1745	1471	184	177		
Prps2	192	888	173	267	832	773	756	189	880	756	820	822	250	192		
Pagr1a	95	467	94	96	395	400	322	83	446	322	393	440	124	88		
Snx29	58	272	43	92	199	184	218	70	220	218	258	213	73	61		
Snx12	276	1150	273	312	1014	978	956	262	1033	956	999	1097	372	252		
Ldb1	391	1067	364	479	754	895	816	371	729	816	922	791	534	377		
